radius_A,atoms_inside,max_displacement_inside_A,mean_displacement_inside_A,max_displacement_outside_A,mean_displacement_outside_A
3.0,10,0.2239477208276702,0.1681464337541268,0.07132508040873642,0.008809181222780791
4.0,20,0.2239477208276702,0.11028279940948271,0.05509410101290568,0.00742473729128689
5.0,42,0.2239477208276702,0.06097534328269548,0.05509410101290568,0.0067695693415420295
6.0,75,0.2239477208276702,0.04487979814507318,0.01821220100795961,0.004532551438709753
7.0,100,0.2239477208276702,0.03541363961479998,0.01821220100795961,0.004268443716872455
