atom_index_0based,atom_index_1based,element,initial_distance_from_vacancy_A,final_distance_from_vacancy_A,radial_change_A,displacement_A,dx_A,dy_A,dz_A
86,87,O,9.553952774189801,9.547909705553005,-0.006043068636795823,0.007666753856211375,-0.0015971080999999264,0.0009222757999997958,0.00744162400000036
12,13,Zn,4.225988852026234,4.2306215303383325,0.0046326783120989035,0.007665373480639498,0.006707199499999707,0.00039370040000006706,0.0036900440999986382
16,17,Zn,4.225989224152022,4.230621722902509,0.004632498750487102,0.007664714866990417,0.0030126365000003163,-0.006004793500000055,0.0036897601999976723
14,15,Zn,4.225989542956419,4.2306223209054155,0.004632777948996747,0.007664560332104344,0.003693612600000294,0.0056109768999995455,0.0036904808999990795
10,11,Zn,4.225989224152021,4.230622260137972,0.004633035985951217,0.007664270499035143,-0.0030125566999999243,-0.006003652299999797,0.0036907591999984376
74,75,Ga,5.150205542650432,5.151634538503574,0.0014289958531419344,0.007541717821178007,0.006528216799999882,-0.00376921019999966,0.00023010340000046561
73,74,Ga,5.150206015561318,5.151630913750012,0.001424898188693291,0.00753169525867658,-2.3127000000440143e-06,0.007528168800000574,0.00023044009999977647
77,78,Ga,5.150205611388395,5.151630340682408,0.0014247292940137157,0.007531466048364093,-0.006520498799999825,-0.003762038200000577,0.00023053159999947571
78,79,Ga,3.893218235486549,3.897873127162516,0.004654891675967221,0.006504641643541555,0.0040056873000008,-0.002312846899999827,-0.004573354499999806
72,73,Ga,3.893218235486548,3.897872541984444,0.004654306497895888,0.006504022866706541,-0.004007592400000034,-0.002308380900000201,-0.004573061799999843
80,81,Ga,3.8932191968832166,3.8978732662908704,0.0046540694076537825,0.0065038433114002975,-4.858400000025669e-06,0.004624630299999694,-0.004573045900001505
57,58,Ga,9.533068365142988,9.539179331034983,0.006110965891995335,0.006408020507314849,2.2470000023052652e-07,-0.000734689799999724,0.006365764499999504
56,57,Ga,9.533068659363973,9.539179583053766,0.006110923689792713,0.00640798525079017,0.000636233999998905,0.0003673261000003186,0.006365732699999922
59,60,Ga,9.533068585093103,9.539179337920789,0.006110752827686028,0.006407385371600787,-0.0006372759999999694,0.0003680341000000903,0.006364983699999939
181,182,O,5.519309262307397,5.521831992240626,0.0025227299332293285,0.006308243250530974,0.0027590608999996007,-0.0015931181000001988,0.0054445836000023675
180,181,O,5.519309703592378,5.5218309626271065,0.0025212590347285513,0.006305782330335318,-6.479000002638721e-07,0.0031831691000006605,0.0054433744000018675
184,185,O,5.51930932644851,5.521830326925773,0.0025210004772633354,0.006305584267654719,-0.0027566868000001928,-0.001590829800000697,0.005443375000000379
87,88,O,10.131410572890331,10.126083339718372,-0.005327233171959378,0.006166860805635817,-0.00018281919999866663,-0.00010581770000006829,0.006163242000000145
81,82,O,10.131410572890331,10.126083173697914,-0.005327399192417204,0.006166812488116034,0.00018394959999997585,-0.00010616769999995817,0.0061631540000003605
82,83,O,10.131410639457963,10.12608337680345,-0.0053272626545126656,0.006166746373419201,6.929999983758262e-08,0.00021090509999979173,0.006163138800000407
141,142,O,6.99597919952954,7.000380885427958,0.004401685898418606,0.005697672770900771,0.004070670400000126,-0.0023504408000000194,0.0032200226000017704
138,139,O,6.99597919952954,7.000380547553158,0.004401348023618468,0.005697075192742264,-0.004070609599999895,-0.002349339400000134,0.0032198459000012747
142,143,O,6.99597940284282,7.0003807343721585,0.004401331529338748,0.005697073158689808,-9.61400000518229e-07,0.004699932900000497,0.003219824900001058
114,115,O,4.606196905903395,4.608128837267484,0.001931931364088868,0.005357544261154823,0.004628803500000063,-0.002673043800000339,0.0003637244999995134
111,112,O,4.606196905903394,4.608128021780067,0.0019311158766734948,0.005354441504114622,-0.004626702099999767,-0.002670536700000523,0.00036318759999939495
115,116,O,4.606197214699453,4.608128206758269,0.0019309920588161944,0.005354404029159638,-8.959000001511168e-07,0.005342064400000167,0.0003633038000007883
102,103,O,8.939268677310016,8.934147903961106,-0.005120773348910035,0.005257342648347095,-4.012900000006237e-05,2.3538300000179454e-05,-0.005257136800000675
101,102,O,8.939268509792118,8.934147930919085,-0.005120578873032855,0.005257134729527907,3.0880000124182093e-07,-4.648500000012935e-05,-0.005256929200001271
105,106,O,8.939268677310018,8.93414818306556,-0.0051204942444584844,0.005257056129286478,4.026000000079646e-05,2.3306700000559074e-05,-0.005256850299999377
118,119,O,7.403085402584217,7.40612489203929,0.003039489455072264,0.004944509044511153,1.1072999998487383e-06,-4.505000007001804e-07,0.004944508900000996
