radius_A,atoms_inside,max_displacement_inside_A,mean_displacement_inside_A,max_displacement_outside_A,mean_displacement_outside_A
3.0,10,0.09479137970024315,0.07457110649683998,0.08223180214763133,0.004743076540043395
4.0,20,0.09479137970024315,0.04645817470689655,0.045424572858562454,0.003933423779513053
5.0,42,0.09479137970024315,0.027689937546732196,0.021067738584065243,0.0029246665214614515
6.0,65,0.09479137970024315,0.020791335832280287,0.008806124819402957,0.0019393647154301247
7.0,82,0.09479137970024315,0.017511457493944362,0.007001191785437111,0.0014531997603083623
