atom_index_0based,atom_index_1based,element,initial_distance_from_vacancy_A,final_distance_from_vacancy_A,radial_change_A,displacement_A,dx_A,dy_A,dz_A
166,167,O,11.395051200491551,11.395267019146207,0.00021581865465591932,0.00035929263500761934,0.00016974300000017911,-9.846669999958576e-05,0.00030096980000134425
163,164,O,11.395051262626358,11.395279454452387,0.0002281918260287341,0.0003543451721802662,-0.00014915930000122671,-9.507459999981218e-05,0.00030703880000006883
164,165,O,11.39505101648189,11.395279089422319,0.00022807294042870296,0.00035394719588668384,7.523899999852885e-06,0.00017636479999999998,0.00030678570000213304
147,148,O,10.729798,10.729455917110922,-0.00034208288907855433,0.0003424252607725385,1.3834800000548305e-05,-6.5534000002177466e-06,0.0003420829000001651
118,119,O,7.403085402584217,7.402878341816092,-0.00020706076812526675,0.0003231693627749594,-2.0326300000197412e-05,1.1130099999500827e-05,-0.0003223373999998703
153,154,O,5.52668908159415,5.526610345430238,-7.873616391229632e-05,0.00031640293167085,1.1633499999980264e-05,-0.0003142261999992434,3.517630000006345e-05
161,162,O,11.883377400673975,11.883463871673625,8.647099964953497e-05,0.00031585348740386943,0.00025208049999987376,-0.00014581359999978129,0.0001222998000002606
157,158,O,5.5266887049538544,5.526610435890774,-7.826906308050496e-05,0.0003149967176002994,0.00027747409999973787,0.00014529810000024078,3.34591999996752e-05
167,168,O,11.883377400673975,11.883456611856987,7.921118301190688e-05,0.0002974962590918055,-0.0002254398999983891,-0.0001518097999996375,0.00012097379999985551
162,163,O,11.883377457427537,11.883455295138374,7.783771083680335e-05,0.0002955053281796925,2.0004599999622638e-05,0.00026917769999954845,0.0001202770999999416
165,166,O,10.8848389165136,10.88465044716242,-0.00018846935117977637,0.00029180639680111126,0.00022455020000013696,0.00011625409999989239,-0.00014564740000137704
169,170,O,10.884839047188523,10.884649811222754,-0.000189235965768475,0.0002915049603529501,1.0063000000233986e-05,-0.00025177259999896543,-0.00014657570000218745
168,169,O,10.8848389165136,10.884662340971978,-0.00017657554162120448,0.0002827425443537283,-0.00021584459999969376,0.000123830300000099,-0.0001342405000008482
133,134,O,13.474119320963718,13.473972110650749,-0.00014721031296893727,0.00023900452008510594,1.2928200000787005e-05,-0.00022236529999948213,8.66584999985101e-05
125,126,O,13.474119043177284,13.47397223845769,-0.0001468047195931632,0.00023746913897634722,0.00019783149999998747,9.862999999989506e-05,8.6754899999616e-05
132,133,O,13.045474932177202,13.045260263879722,-0.0002146682974792924,0.00022351043224948564,3.0785100000086266e-05,3.127699999894563e-06,0.0002213580999987289
128,129,O,13.045474817387397,13.04526030470059,-0.0002145126868065006,0.0002231349662937946,1.1698500000461314e-05,-2.7620700000095133e-05,0.000221109600000038
154,155,O,5.526688640898384,5.526633681994218,-5.4958904166291234e-05,0.00021994359455537307,-0.0001861433000004625,0.00010670649999946301,4.8369200001041475e-05
129,130,O,13.045474932177202,13.04525877280477,-0.00021615937243169014,0.00021980153422935397,-6.353600000179324e-06,3.286800000135149e-06,0.00021968510000083005
131,132,O,13.474119043177286,13.473984825859887,-0.00013421731739882148,0.00020962165021335202,-0.0001666588999982698,9.719500000000616e-05,8.197060000106386e-05
